symbol,name,sector,industry
THRX,Theseus Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
THRY,Thryv Holdings Inc. Common Stock,Capital Goods,Industrial Machinery/Components
THS,Treehouse Foods Inc. Common Stock,Consumer Non-Durables,Packaged Foods
THTX,Theratechnologies Inc. Common Shares,,
THW,Tekla World Healthcare Fund Shares of Beneficial Interest,Finance,Finance Companies
THWWW,Target Hospitality Corp. Warrant expiring 3/15/2024,Energy,Oil & Gas Production
TIG,Trean Insurance Group Inc. Common Stock,,
TIGO,Millicom International Cellular S.A. Common Stock,Public Utilities,Telecommunications Equipment
TIGR,UP Fintech Holding Ltd American Depositary Share representing fifteen Class A Ordinary Shares,Finance,Investment Bankers/Brokers/Service
TIL,Instil Bio Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
TILE,Interface Inc. Common Stock,,
TIMB,TIM S.A. American Depositary Shares (Each representing 5 Common Shares) ,Public Utilities,Telecommunications Equipment
TINV,Tiga Acquisition Corp. Class A Ordinary Shares,Finance,Business Services
TIOA,Tio Tech A Class A Ordinary Share,Finance,Business Services
TIOAU,Tio Tech A Units,Finance,Business Services
TIOAW,Tio Tech A Warrants,Finance,Business Services
TIPT,Tiptree Inc. Common Stock,Finance,Accident &Health Insurance
TIRX,TIAN RUIXIANG Holdings Ltd Class A Ordinary Shares,Finance,Specialty Insurers
TISI,Team Inc. Common Stock,,
TITN,Titan Machinery Inc. Common Stock,,
TIVC,Tivic Health Systems Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
TIXT,TELUS International (Cda) Inc. Subordinate Voting Shares,,
TJX,TJX Companies Inc. (The) Common Stock,Consumer Services,Department/Specialty Retail Stores
TK,Teekay Corporation Common Stock,Transportation,Marine Transportation
TKAT,Takung Art Co. Ltd. Common Stock,Consumer Services,Catalog/Specialty Distribution
TKC,Turkcell Iletisim Hizmetleri AS Common Stock,Public Utilities,Telecommunications Equipment
TKLF,Yoshitsu Co. Ltd American Depositary Shares,,
TKNO,Alpha Teknova Inc. Common Stock,Consumer Durables,Specialty Chemicals
TKR,Timken Company (The) Common Stock,Capital Goods,Metal Fabrications
TLGA,TLG Acquisition One Corp. Class A Common Stock,,
TLGY,TLGY Acquisition Corporation Class A Ordinary Share,,
TLGYW,TLGY Acquisition Corporation Warrant,,
TLIS,Talis Biomedical Corporation Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
TLK,PT Telekomunikasi Indonesia Tbk,Public Utilities,Telecommunications Equipment
TLMD,SOC Telemed Inc. Class A Common Stock,Health Care,Managed Health Care
TLMDW,SOC Telemed Inc. Warrants,Health Care,Managed Health Care
TLRY,Tilray Brands Inc. Class 2 Common Stock ,Health Care,Biotechnology: Pharmaceutical Preparations
TLS,Telos Corporation Common Stock,Technology,EDP Services
TLSA,Tiziana Life Sciences Ltd. Common Shares,Health Care,Biotechnology: Pharmaceutical Preparations
TLYS,Tilly's Inc. Common Stock,,
TM,Toyota Motor Corporation Common Stock,Capital Goods,Auto Manufacturing
TMAC,The Music Acquisition Corporation Class A Common Stock,,
TMBR,Timber Pharmaceuticals Inc. Common Stock,Consumer Durables,Specialty Chemicals
TMC,TMC the metals company Inc. Common Stock,,
TMCI,Treace Medical Concepts Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
TMCWW,TMC the metals company Inc. Warrants,,
TMDI,Titan Medical Inc. Ordinary Shares,,
TMDX,TransMedics Group Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
TME,Tencent Music Entertainment Group American Depositary Shares each representing two Class A Ordinary Shares,Consumer Services,Broadcasting
TMHC,Taylor Morrison Home Corporation Common Stock,Capital Goods,Homebuilding
TMKR,Tastemaker Acquisition Corp. Class A Common Stock,,
TMKRU,Tastemaker Acquisition Corp. Unit,,
TMKRW,Tastemaker Acquisition Corp. Warrant to purchase Class A common stock,,
TMO,Thermo Fisher Scientific Inc Common Stock,Capital Goods,Biotechnology: Laboratory Analytical Instruments
TMP,Tompkins Financial Corporation Common Stock,Finance,Major Banks
TMPM,Turmeric Acquisition Corp. Class A Ordinary Shares,Finance,Business Services
TMPMU,Turmeric Acquisition Corp. Unit,Finance,Business Services
TMPMW,Turmeric Acquisition Corp. Warrant,Finance,Business Services
TMQ,Trilogy Metals Inc. Common Stock,,
TMST,TimkenSteel Corporation Common Shares,Basic Industries,Steel/Iron Ore
TMUS,T-Mobile US Inc. Common Stock,Public Utilities,Telecommunications Equipment
TMX,Terminix Global Holdings Inc. Common Stock,Miscellaneous,Other Consumer Services
TNC,Tennant Company Common Stock,Capital Goods,Industrial Machinery/Components
TNDM,Tandem Diabetes Care Inc. Common Stock,Health Care,Medical/Dental Instruments
TNET,TriNet Group Inc. Common Stock,Technology,Diversified Commercial Services
TNGX,Tango Therapeutics Inc.,Health Care,Biotechnology: Pharmaceutical Preparations
TNK,Teekay Tankers Ltd.,Transportation,Marine Transportation
TNL,Travel   Leisure Co. Common  Stock,Transportation,Other Consumer Services
TNP,Tsakos Energy Navigation Ltd Common Shares,Transportation,Marine Transportation
TNP^D,Tsakos Energy Navigation Ltd 8.75% Series D Cumulative Redeemable Perpetual Preferred Shares,,
TNP^E,Tsakos Energy Navigation Ltd Series E Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Shares par value $1.00,,
TNP^F,Tsakos Energy Navigation Ltd Series F Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Shares par value $1.00,,
TNXP,Tonix Pharmaceuticals Holding Corp. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
TNYA,Tenaya Therapeutics Inc. Common Stock,Consumer Durables,Specialty Chemicals
TOAC,Talon 1 Acquisition Corp. Class A Ordinary Shares,,
TOACW,Talon 1 Acquisition Corp. Warrant,,
TOI,The Oncology Institute Inc. Common Stock,Health Care,Medical Specialities
TOIIW,The Oncology Institute Inc. Warrant,Health Care,Medical Specialities
TOL,Toll Brothers Inc. Common Stock,Capital Goods,Homebuilding
TOMZ,TOMI Environmental Solutions Inc. Common Stock,,
TOPS,TOP Ships Inc. Common Stock,Transportation,Marine Transportation
TOST,Toast Inc. Class A Common Stock,Technology,EDP Services
TOUR,Tuniu Corporation American Depositary Shares,,
TOWN,TowneBank Common Stock,Finance,Major Banks
TPB,Turning Point Brands Inc. Common Stock,Consumer Non-Durables,Tobacco
TPBA,TPB Acquisition Corporation I Class A Ordinary Share,,
TPBAU,TPB Acquisition Corporation I Unit,,
TPBAW,TPB Acquisition Corporation I Warrant,,
TPC,Tutor Perini Corporation Common Stock,Capital Goods,Engineering & Construction
TPG,TPG Inc. Class A Common Stock,Finance,Trusts Except Educational Religious and Charitable
TPGY,TPG Pace Beneficial Finance Corp. Class A Ordinary Shares,Finance,Business Services
TPH,Tri Pointe Homes Inc. Common Stock,Capital Goods,Homebuilding
TPHS,Trinity Place Holdings Inc. Common Stock,Consumer Services,Real Estate
TPIC,TPI Composites Inc. Common Stock,Technology,Industrial Machinery/Components
TPL,Texas Pacific Land Corporation Common Stock,Energy,Oil & Gas Production
TPR,Tapestry Inc. Common Stock,Consumer Non-Durables,Apparel
TPST,Tempest Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
TPTA,Terra Property Trust Inc. 6.00% Notes due 2026,,
TPTX,Turning Point Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
TPVG,TriplePoint Venture Growth BDC Corp. Common Stock,Finance,Trusts Except Educational Religious and Charitable
TPX,Tempur Sealy International Inc. Common Stock,Consumer Durables,Home Furnishings
TPZ,Tortoise Power and Energy Infrastructure Fund Inc Common Stock,Finance,Investment Managers
TR,Tootsie Roll Industries Inc. Common Stock,Consumer Non-Durables,Specialty Foods
TRAQ,Trine II Acquisition Corp. Class A Ordinary Shares,,
TRC,Tejon Ranch Co Common Stock,Finance,Major Banks
TRCA,Twin Ridge Capital Acquisition Corp. Class A Ordinary Shares,,
TRDA,Entrada Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
TREC,Trecora Resources Common Stock,,
TREE,LendingTree Inc. Common Stock,Finance,Finance/Investors Services
TREX,Trex Company Inc. Common Stock,,
TRGP,Targa Resources Inc. Common Stock,Public Utilities,Natural Gas Distribution
TRHC,Tabula Rasa HealthCare Inc. Common Stock,Health Care,Medical/Nursing Services
TRI,Thomson Reuters Corp Ordinary Shares,,
TRIB,Trinity Biotech plc American Depositary Shares,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
TRIN,Trinity Capital Inc. Common Stock,Finance,Finance/Investors Services
TRIP,TripAdvisor Inc. Common Stock,,
TRIS,Tristar Acquisition I Corp. Class A Ordinary Shares,,
TRKA,Troika Media Group Inc. Common Stock,Technology,Advertising
TRKAW,Troika Media Group Inc. Warrant,Consumer Services,Television Services
TRMB,Trimble Inc. Common Stock,Capital Goods,Industrial Machinery/Components
TRMD,TORM plc Class A Common Stock,Consumer Services,Marine Transportation
TRMK,Trustmark Corporation Common Stock,Finance,Major Banks
TRMR,Tremor International Ltd. American Depository Shares,,
TRN,Trinity Industries Inc. Common Stock,Capital Goods,Railroads
TRNO,Terreno Realty Corporation Common Stock,Consumer Services,Real Estate Investment Trusts
TRNS,Transcat Inc. Common Stock,Technology,Industrial Machinery/Components
TRON,Corner Growth Acquisition Corp. 2 Class A Ordinary Share,Finance,Business Services
TRONU,Corner Growth Acquisition Corp. 2 Units,,
TRONW,Corner Growth Acquisition Corp. 2 Warrants,Finance,Business Services
TROO,TROOPS Inc. Ordinary Shares ,Consumer Non-Durables,Consumer Electronics/Appliances
TROW,T. Rowe Price Group Inc. Common Stock,Finance,Investment Managers
TROX,Tronox Holdings plc Ordinary Shares (UK),Basic Industries,Major Chemicals
TRP,TC Energy Corporation Common Stock,,
TRQ,Turquoise Hill Resources Ltd. Ordinary Shares,,
TRS,TriMas Corporation Common Stock,Technology,Industrial Machinery/Components
TRST,TrustCo Bank Corp NY Common Stock,Finance,Major Banks
TRT,Trio-Tech International Common Stock,Technology,Industrial Machinery/Components
TRTL,TortoiseEcofin Acquisition Corp. III Class A Ordinary Shares,,
TRTN,Triton International Limited Common Shares,Technology,Diversified Commercial Services
TRTN^A,Triton International Limited 8.50% Series A Cumulative Redeemable Perpetual  Preference Shares,,
TRTN^B,Triton International Limited 8.00% Series B Cumulative Redeemable Perpetual Preference Shares,,
TRTN^C,Triton International Limited 7.375% Series C Cumulative Redeemable Perpetual Preference Shares,,
TRTN^D,Triton International Limited 6.875% Series D Cumulative Redeemable Perpetual Preference Shares,,
TRTN^E,Triton International Limited 5.75% Series E Cumulative Redeemable Perpetual Preference Shares,,
TRTX,TPG RE Finance Trust Inc. Common Stock,Consumer Services,Real Estate Investment Trusts
TRTX^C,TPG RE Finance Trust Inc. 6.25% Series C Cumulative Redeemable Preferred Stock $0.001 par value per share,,
TRU,TransUnion Common Stock,Technology,Advertising
TRUE,TrueCar Inc. Common Stock,,
TRUP,Trupanion Inc. Common Stock,Health Care,Medical Specialities
TRV,The Travelers Companies Inc. Common Stock,Finance,Property-Casualty Insurers
TRVG,trivago N.V. American Depositary Shares,Technology,EDP Services
TRVI,Trevi Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
TRVN,Trevena Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
TRX,Tanzanian Gold Corporation Common Stock,,
TS,Tenaris S.A. American Depositary Shares,Basic Industries,Steel/Iron Ore
TSAT,Telesat Corporation Class A Common Shares and Class B Variable Voting Shares ,Basic Industries,Metal Fabrications
TSBK,Timberland Bancorp Inc. Common Stock,Finance,Banks
TSC,TriState Capital Holdings Inc. Common Stock,Finance,Major Banks
TSCAP,TriState Capital Holdings Inc. Dep Shs Rep 1/40th Int 6.75% Srs A Non-Cum Pfd Stock,Finance,Major Banks
TSCBP,TriState Capital Holdings Inc. Depositary Share representing a 1/40th Interest in a Share of 6.375% Fixed-to-Floating Rate Series B Non-Cumulative Perpetual Preferred Stock,Finance,Major Banks
TSCO,Tractor Supply Company Common Stock,Consumer Services,Other Specialty Stores
TSE,Trinseo PLC Ordinary Shares ,Basic Industries,Major Chemicals
TSEM,Tower Semiconductor Ltd. Ordinary Shares,Technology,Semiconductors
TSHA,Taysha Gene Therapies Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
TSI,TCW Strategic Income Fund Inc. Common Stock,Finance,Investment Managers
TSIB,Tishman Speyer Innovation Corp. II Class A common stock,,
TSIBU,Tishman Speyer Innovation Corp. II Unit,,
TSIBW,Tishman Speyer Innovation Corp. II Warrant,,
TSLA,Tesla Inc. Common Stock,Capital Goods,Auto Manufacturing
TSLX,Sixth Street Specialty Lending Inc. Common Stock,Finance,Investment Managers
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,Technology,Semiconductors
TSN,Tyson Foods Inc. Common Stock,Consumer Non-Durables,Meat/Poultry/Fish
TSP,TuSimple Holdings Inc. Class A Common Stock,Capital Goods,Construction/Ag Equipment/Trucks
TSPQ,TCW Special Purpose Acquisition Corp. Class A Common Stock,,
TSQ,Townsquare Media Inc. Class A Common Stock,Technology,Advertising
TSRI,TSR Inc. Common Stock,Technology,EDP Services
TSVT,2seventy bio Inc. Common Stock ,Health Care,Biotechnology: Pharmaceutical Preparations
TT,Trane Technologies plc,Capital Goods,Auto Parts:O.E.M.
TTC,Toro Company (The) Common Stock,Capital Goods,Tools/Hardware
TTCF,Tattooed Chef Inc Class A Common Stock,Consumer Non-Durables,Farming/Seeds/Milling
TTD,The Trade Desk Inc. Class A Common Stock,Technology,EDP Services
TTE,TotalEnergies SE,Energy,Oil & Gas Production
TTEC,TTEC Holdings Inc. Common Stock,Technology,Retail: Computer Software & Peripheral Equipment
TTEK,Tetra Tech Inc. Common Stock,Consumer Services,Military/Government/Technical
TTGT,TechTarget Inc. Common Stock,,
TTI,Tetra Technologies Inc. Common Stock,Energy,Oil & Gas Production
TTM,Tata Motors Ltd Tata Motors Limited,Capital Goods,Auto Manufacturing
TTMI,TTM Technologies Inc. Common Stock,Technology,Electrical Products
TTNP,Titan Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TTOO,T2 Biosystems Inc. Common Stock,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
TTP,Tortoise Pipeline & Energy Fund Inc. Common Stock,Finance,Trusts Except Educational Religious and Charitable
TTSH,Tile Shop Holdings Inc. Common Stock,Consumer Services,Other Specialty Stores
TTWO,Take-Two Interactive Software Inc. Common Stock,Technology,Computer Software: Prepackaged Software
TU,Telus Corporation Ordinary Shares,,
TUEM,Tuesday Morning Corp. Common Stock,Miscellaneous,Diversified Commercial Services
TUFN,Tufin Software Technologies Ltd. Ordinary Shares,Technology,EDP Services
TUGC,TradeUP Global Corporation Class A Ordinary Shares,Finance,Business Services
TUGCU,TradeUP Global Corporation Unit,Finance,Business Services
TUGCW,TradeUP Global Corporation Warrant,Finance,Business Services
TUP,Tupperware Brands Corporation Common Stock,Consumer Non-Durables,Plastic Products
TURN,180 Degree Capital Corp. Common Stock,Finance,Finance/Investors Services
TUSK,Mammoth Energy Services Inc. Common Stock,,
TUYA,Tuya Inc. American Depositary Shares each representing one Class A Ordinary Share,Technology,Computer Software: Prepackaged Software
TV,Grupo Televisa S.A. Common Stock,Consumer Services,Broadcasting
TVC,Tennessee Valley Authority Common Stock,Public Utilities,Electric Utilities: Central
TVE,Tennessee Valley Authority,Public Utilities,Electric Utilities: Central
TVTX,Travere Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
